location,transit_id,school_id
7300 block rising sun ave,NA,NA
5000 block woodland ave,NA,NA
5800 block carswell terr,NA,NA
200 block w wellens ave,NA,NA
100 block n dearborn st,NA,NA
700 block winton st,NA,NA
5600 block stokes st,NA,NA
5800 block catharine st,NA,NA
5900 block n leithgow st,NA,NA
6000 block media st,NA,NA
600 block winton st,NA,NA
600 block e stafford st,NA,NA
6200 block n 18th st,NA,NA
6200 block n bouvier st,NA,NA
6300 block algard st,NA,NA
600 block w rockland st,NA,NA
6400 block n woodstock st,NA,NA
6600 block bustleton ave,NA,NA
700 block marwood rd,NA,NA
700 block s 49th st,NA,NA
2100 block e lehigh st,NA,NA
2200 block georges ln,NA,NA
1300 block w lindley ave,Broad Street Line - Logan,NA
christopher columbus & race st,NA,NA
3100 block s 81st st,NA,NA
4200 block parrish st,NA,NA
3000 block  lehigh ave,NA,NA
7200 block sackett st,NA,NA
ridge and kelly dr,NA,NA
w roosevelt blvd & schuylkill expy ramp a,NA,NA
5th & diamond st,NA,NA
1000 block germantown ave,NA,NA
rosalie st & rising sun ave,NA,NA
1300 block mlk dr,NA,NA
rising sun ave & rockaland st,NA,NA
200 block locust st apt 24f,NA,NA
4800 block of knox st,NA,NA
2000 block of snyder ave,NA,NA
7100 block of hegerman st,NA,NA
700 block w butler st,NA,NA
7100 block theodore st,NA,NA
7200 block cornelius st,NA,NA
800 block n 39th st,NA,NA
900 block w russell st,NA,NA
4900 block n smedley st,NA,NA
5000 block merion ave,NA,NA
5100 block f st,NA,NA
5300 block oakland st,NA,NA
2700 block of dickinson st,NA,NA
3200 block of g st,NA,NA
8700 block of crispin st,NA,NA
7500 block of brookhaven rd,NA,NA
2300 block of belgrade st,NA,NA
4900 block of hazel ave,NA,NA
3400 block of g st,NA,GLORIA CASAREZ ELEMENTARY SCHOOL
bridge st & roosevelt blvd,NA,NA
2100 block of taney terrace,NA,NA
1800 block of n broad st,NA,NA
5500 block n lawrence st,NA,NA
5600 block n warnock st,NA,NA
5700 block n 17th st,NA,NA
5800 block saul st,NA,NA
5900 block belden st,NA,NA
6500 block cottage st,NA,NA
9000 block ashton rd,NA,NA
900 block s cecil st,NA,NA
900 block n 45th st,NA,NA
900 block brighton st,NA,NA
9th st & hunting park ave,NA,NA
whitaker ave & roosevelt blvd,NA,NA
3800 block of lansdowne ave,NA,NA
5700 block of overbrook ave,NA,NA
1900 block of s bancroft st,NA,NA
2700 block of brown st,NA,NA
1700 block of dickinson st,NA,NA
4800 block of keyser st,NA,NA
100 block of w lehigh ave,NA,NA
2000 block of s beechwood st,NA,NA
1700 block of barbara st,NA,"BREGY, F. AMEDEE SCHOOL"
4000 block of lancaster ave,NA,NA
4700 block of leiper st,NA,NA
2200 block of w hunting park ave,NA,NA
400 block of south st,NA,NA
500 block of e brinton st,NA,NA
1300 block of chancellor st,NA,NA
3300 block of n 10th st,NA,NA
3500 block of wharton st,NA,NA
200 block of n 60th st,NA,NA
1500 block of e johnson st,NA,NA
400 block of w bringhurst st,NA,NA
2300 block of fawn st,NA,NA
100 block of e willard st,NA,NA
3100 block of emerald st,NA,NA
6300 block of overbrook ave,NA,NA
600 block of e clearfield st,NA,NA
500 block n 56th st,NA,NA
5600 block lansdowne ave,NA,NA
5000 block cottage st,NA,NA
5100 block n broad st,NA,NA
800 block passmore st,NA,NA
5300 block w berks st,NA,NA
800 block s 56th st,NA,NA
6600 block boyer st,NA,NA
3400 block of n broad st,NA,NA
200 block of millick st,NA,NA
4800 block of sansom st,NA,NA
6300 block of hazel ave,NA,NA
a st & e somerset st,NA,NA
2400 block of n 17th st,NA,NA
n 16th st & w allegheny ave,NA,NA
front st & allegheny ave,NA,NA
1000 block of chelten ave,NA,NA
5900 block of torresdale ave,NA,NA
jasper st & hart ln,NA,NA
7600 block of e roosevelt blvd,NA,NA
1600 block of bridge st,Market-Frankford Line - Frankford Transportation Center,NA
1500 block of bailey st,NA,NA
2500 block of s 7th st,NA,NA
1300 block of kater st,NA,NA
400 block of e somerset st,NA,NA
6400 block of lambert st,NA,NA
8300 block of horrocks st,NA,NA
3100 block of n darien st,NA,NA
500 block of n 56th st,NA,NA
5000 block of w master st,NA,NA
6300 block of ogontz ave,NA,NA
5600 block of n 5th st,NA,NA
1200 block of s carlisle st,NA,NA
1700 block of georges ln,NA,NA
6900 block of rising sun ave,NA,NA
1400 block of n myrtlewood st,NA,NA
700 block of n 8th st,NA,NA
800 block of riverside dr,NA,NA
100 block of s 61st st,NA,NA
100 block of e pastorius st,NA,NA
800 block n farson st,NA,NA
5400 block bingham st,NA,NA
6900 block rodney st,NA,NA
600 block mayfair st,NA,NA
0 block n 63rd st,NA,NA
700 block wynnewood rd,NA,NA
2800 block front st,NA,NA
2700 block frankford ave,NA,NA
1200 block s 60th st,NA,NA
0 block n 39th st,NA,NA
0 block n 39th street,NA,NA
1500 block of w lehigh ave,NA,NA
n 32nd st & w susquehanna ave,NA,ONE BRIGHT RAY MANSION
2100 block of w lehigh ave,NA,"DOBBINS, MURRELL HIGH SCHOOL"
200 block of chestnut st,NA,NA
3000 block of n 22nd st,NA,NA
1700 block of blavis st,NA,NA
1600 block of pratt st,Market-Frankford Line - Frankford Transportation Center,NA
5800 block of malvern st,NA,NA
2500 block of ritner st,NA,NA
3200 block of f st,NA,NA
300 block of s 60th st,NA,NA
100 block of n 55th st,NA,NA
e loudon st & d st,NA,NA
3100 block of n carlisle st,NA,NA
5700 block of n park st,NA,NA
5300 block of grays ave,NA,NA
0 block of s salford st,NA,NA
5600 block of greene st,NA,HIGH ROAD SCHOOL OF PHILADELPHIA- GERMANTOWN
1900 block of e hart lane,NA,NA
6100 block of locust st,NA,NA
3300 block of emerald st,NA,NA
4700 block of rorer st,NA,NA
3300 block huntingdon st,NA,NA
800 block n delaware ave,NA,NA
6200 block chelwynde ave,NA,NA
3300 block princeton ave,NA,NA
1400 block windrim st,NA,NA
700 block n 45th st,NA,NA
300 block e cheltenham ave,NA,NA
900 block e price st,NA,NA
800 block n 9th st,NA,NA
1400 block n 29th st,NA,NA
1400 block hanson st,NA,NA
600 block s 27th st,NA,NA
5000 block arch st,NA,NA
5300 block grays avenue,NA,NA
4600 block weymouth st,NA,NA
3600 block st christopher dwy,NA,NA
100 block e walnut ln,NA,NA
3100 block n reach st,NA,NA
6100 block catherine st,NA,NA
9100 block  academy rd,NA,NA
1600 block s 56th street,NA,NA
5800 block stockton rd,NA,NA
1900 block e westmorland st,NA,NA
6500 block walker st,NA,NA
1200 block robbins ave,NA,NA
200 block e clarkson st,NA,NA
200 block w clarkson ave,NA,NA
2300 block w sergeant st,NA,NA
2600 block n 3rd st,NA,NA
2600 block s 2nd st,NA,NA
2600 block n reese st,NA,NA
200 block n 60th st,NA,NA
200 block walbanus st,NA,NA
2700 block w huntingdon st,NA,NA
2400 block n 33rd st,NA,NA
200 block n 58th st,NA,NA
200 block n wannamaker st,NA,NA
1300 block kings place,NA,NA
2800 block n  van pelt st,NA,NA
4900 block boundinot st,NA,NA
2300 block 77th ave,NA,NA
5500 block pulaski ave,NA,NA
5700 block osage ave,NA,NA
2100 block e dauphin st,NA,NA
3900 block dell st,NA,NA
2300 block s bouvier st,NA,ST MONICA SCHOOL (JUNIOR SCHOOL)
900 block shelmire st,NA,NA
400 block  e high st,NA,NA
6200 block buist ave,NA,NA
2500 block w montgomery ave,NA,NA
3000 block n 4th st,NA,NA
3000 block n taney st,NA,KIPP PHILADELPHIA CHARTER
2600 block bialy st,NA,NA
300 block e queen ln,NA,NA
3100 block judson st,NA,NA
2700 block n 16th st,NA,NA
2700 block girard ave,NA,NA
3200 block brandywine st,NA,NA
7700 block fairfield st,NA,NA
900 block w susquehanna ave,NA,NA
1800 block n 72nd ave,NA,NA
1500 block vankirk st,NA,NA
2900 block devereaux ave,NA,NA
2500 block shelmire ave,NA,NA
1500 block 68th st,NA,NA
1500 block w tioga st,NA,NA
300 block south street,NA,NA
500 block marwood rd,NA,NA
6600 block n13th st,NA,NA
100 block w wyoming st,NA,NA
3900 block rowena dr,NA,NA
3200 block npark ave,NA,NA
2900 block n reese st,NA,NA
2900 block n stillman st,NA,NA
3400 block n 16th st,NA,NA
3000 block robbins st,NA,"ALLEN, ETHAN SCHOOL"
"3500 block ""g""st",NA,NA
300 block elwood st,NA,NA
300 block w ashdale st,NA,NA
4900 block ogden st,NA,"RHOADS, JAMES SCHOOL"
7200 block guyer ave,NA,NA
4600 block shelmire ave,NA,NA
1100 block e sharpnack st,NA,NA
1200 block fuller st,NA,NA
4520-22 walnut st,NA,NA
7600 block elmwood st,NA,NA
200 block s 56th street,NA,NA
9500 block clark st,NA,NA
2000 block conlyn st,NA,NA
2700 block w glenwood st,NA,NA
300 block n 59th st,NA,NA
3700 block baring st,NA,NA
3100 block n 24th st,NA,NA
3200 block n bailey st,NA,NA
3200 block keim st,NA,NA
3400 block n 3rd st,NA,NA
3400 block n16 st,NA,NA
3400 block amber st,NA,NA
3400 block crystal st,NA,NA
400 block n 35th st,NA,NA
6100 block w columbia ave,NA,NA
2100 block n hope st,NA,NA
500 block e queen lane,NA,NA
5700 block broomall st,NA,NA
2700 block n phillip st,NA,NA
4000 block neilson st,NA,NA
2600 block salmon st,NA,NA
3900 block stevenson st,NA,NA
0 block w godfrey ave,NA,NA
500 block w somerville ave,NA,NA
2200 block strahle st,NA,NA
6000 block a street,NA,NA
2000 block rush st,NA,NA
1300 block s corlies st,NA,NA
6400 block garman st,NA,ST BARNABAS CATHOLIC SCHOOL
2200 block n lambert st,NA,NA
4400 block nfranklin st,NA,NA
3500 block old york rd,NA,NA
3800 block n 10th st,NA,NA
3900 block n smedley st,NA,NA
400 block n daggett st,NA,NA
400 block n front st,NA,NA
4100 block n darien st,NA,NA
3100 block mercer st,NA,NA
9100 block frankford ave,NA,NA
900 block n watts st,NA,NA
1800 block e hilton st,NA,NA
5100 block n 11th st,NA,NA
800 block n 68th st,NA,NA
1000 block brown st,NA,NA
100 block wlippincott st,NA,NA
1200 block w somerset st,NA,NA
4300 block darien st,NA,NA
4500 block n lee st,NA,NA
4500 block locust st,NA,NA
4600 block n camac st,NA,NA
4800 block rorer st,NA,NA
5000 block wade st,NA,NA
500 block w york st,NA,NA
5100 block tulip st,NA,NA
5100 block reno st,NA,NA
6700 block harley ave,NA,NA
1900 block n 9th st,NA,NA
1100 block s peach st,NA,NA
5000 block n hutchinson st,NA,LINDLEY ACADEMY CHARTER @ BIRNEY
100 block e duval st,NA,NA
2000 block wishart st,NA,NA
900 block foulkrod st,NA,NA
2600 block tilton st,NA,NA
2100 block walnut st apt 603,NA,NA
2300 block n natrona st,NA,NA
500 block widener st,NA,SOPHIA ACADEMY
5300 block n carlisle st,NA,NA
5400 block malcolm st,NA,NA
5500 block matthews st,NA,NA
5700 block n 21st st,NA,NA
5800 block morris st,NA,NA
5900 block springfield av,NA,NA
6000 block latona st,NA,NA
6000 block e wister st,NA,NA
6100 block walker st,NA,NA
6300 block torresdale ave,NA,NA
6400 block chelwynde ave,NA,NA
600 block n 54th st,NA,NA
6700 block ditman st,NA,NA
3200 block w allegheny ave,NA,NA
1700 block nwoodstock st,NA,NA
2600 block  elkhart st,NA,NA
fox st  & w roosevelt blvd ramp g,NA,NA
bridge st & oakland st,NA,NA
2900 block n taney st,NA,KIPP PHILADELPHIA CHARTER
4200 block park ave,NA,NA
1700 block n 68th ave,NA,NA
6000 block lancaster ave,NA,NA
4900 block n 12th st apt 3,NA,NA
300 block e tusculum st,NA,NA
2100 block n broad st,NA,NA
10900 block e keswick rd apt a,NA,NA
1300 block w godfrey ave,NA,NA
1300 block market st,Market-Frankford Line - 13th,NA
6700 block crowson st,NA,NA
6700 block souder st,NA,NA
7100 block jackson st,NA,NA
700 block e woodlawn st,NA,NA
900 block s51st st,NA,NA
800 block union st,NA,NA
900 block w lehigh ave,NA,NA
4800 block benner st,NA,NA
5000 block wakefield st,NA,NA
500 block s 57th st,NA,NA
500 block dickinson st,NA,NA
5300 block irving st,NA,NA
5300 block parrish st,NA,NA
500 block n 35th st,NA,NA
2200 block e allegheny ave,NA,NA
6900 block n broad st apt b1,NA,NA
3100 block s 61st st,NA,NA
2100 block e norris st,NA,NA
1100 block kater st,NA,NA
100 block green st,Market-Frankford Line - Spring Garden,NA
2100 block e lehigh ave,NA,NA
7900 block oxford ave,NA,NA
2000 block e bellmore st,NA,NA
3100 block n broad st apt 3,Broad Street Line - Allegheny,NA
3400 block w westmoreland st,NA,NA
700 block w duncannon ave,NA,NA
2400 block n lawrence st,NA,NA
cobbs creek and delancey st,NA,NA
westford rd & clarkson ave,NA,NA
1000 block whunting park,NA,NA
2000 block w diamond st,NA,NA
4000 block gilham st,NA,NA
400 block s 48th st apt b1,NA,NA
1100 block e venango st,NA,NA
100 block w luzerne st,NA,NA
poplar st & poplar dr,NA,NA
3500 block indian queen lane,NA,NA
6000 block n 11th st,NA,NA
4000 block n american st,NA,NA
8400 block lindbergh blvd,NA,NA
1300 block n delaware ave,NA,NA
900 block w susquehanna st,NA,NA
5100 block ditman st,NA,NA
5400 block paschall ave,NA,NA
2600 block holme ave,NA,NA
3400 block n19th st,NA,NA
1500 block s stanley st,NA,NA
1300 block dyre st,NA,NA
7000 block keystone st,NA,NA
5500 block germantown ave,NA,NA
3100 block barnett st,NA,NA
1700 block erie ave,NA,NA
5300 block webster st,NA,NA
0 block n felton st,NA,NA
7800 block thouron st,NA,NA
5200 block rising sun ave,NA,NA
6700 block dorel st,NA,NA
4600 block unruh st,NA,NA
600 block foulkrod st,NA,NA
800 block e hunting park ave,NA,JUNIATA PARK ACADEMY
800 block nbelmont ave,NA,PHILADELPHIA LEARNING ACADEMY-WEST
900 block n marshall st,NA,THE CITY SCHOOL
1800 block n 28th st,NA,NA
2100 block n hancock st,NA,NA
200 block howell st,NA,NA
1100 block n front st,NA,NA
2900 block n 11th st,NA,NA
2600 block s lloyd st,NA,NA
900 block w roosevelt blvd,NA,NA
2100 block s frazier st,NA,NA
2500 block n 10th st,NA,NA
2300 block margaret st,NA,NA
1400 block s etting st,NA,NA
4000 block market st,Market-Frankford Line - 40th,NA
4200 block wissahickon ave,NA,NA
200 block w ashdale st,NA,NA
4600 block wissahickon ave,NA,NA
4600 block westminster av,NA,NA
1600 block hellerman st,NA,NA
3300 block henry ave,NA,LAB SCH OF COMMUNICAT'N & LANG (East Falls Campus)
200 block zeralda st,NA,NA
7100 block tulip st,NA,NA
1200 block s 53rd st,NA,NA
400 block w raymond st,NA,NA
4600 block walnut st,NA,NA
1300 block n 54th st,NA,NA
3100 block d st,NA,"ELKIN, LEWIS SCHOOL"
3900 block percy st,NA,NA
1400 block imogene st,NA,NA
2800 block w dauphin st,NA,NA
2100 block alden st,NA,NA
1300 block kerper st,NA,NA
1000 block foulkrod st,NA,NA
8500 block hegerman st,NA,NA
4400 block i street,NA,NA
6200 block dicks ave,NA,NA
1500 block alcott st,NA,NA
1800 block s 22nd st,NA,"MCDANIEL, DELAPLAINE SCHOOL"
6900 block rowland av,NA,NA
2200 block kennedy st,NA,NA
1100 block cayuga st,NA,NA
500 block e godfrey ave,NA,NA
7900 block ogpntz ave,NA,NA
600 block s 2nd st,NA,NA
2400 block w allegheny ave,NA,NA
"3100 block ""d"" st",NA,"ELKIN, LEWIS SCHOOL"
4700 block charles terrace,NA,NA
3300 block bleigh ave,NA,NA
100 block s 51st st,NA,NA
8200 block bustleton ave,NA,NA
5900 block locust st,NA,NA
6900 block chew ave,NA,NA
1000 block w glenwood ave,NA,NA
1000 block rosalie st,NA,NA
1600 block e walnut ln,NA,NA
5200 block greenway ave,NA,NA
800 block cottman ave,NA,NA
5000 block n 10th st,NA,NA
2100 block s65th st,NA,NA
4700 block howell st,NA,NA
5600 block litchfield st,NA,NA
3400 block h st,NA,NA
500 block w norris st,NA,NA
2800 block d street,NA,NA
2900 block n 12th st,NA,MASTERY CHARTER @ CLYMER
6100 block n warnock st,NA,NA
1100 block orthodox st,NA,NA
2100 block e lippincott st,NA,NA
6800 block n broad st,NA,NA
5400 block lansdowne ave,NA,NA
4200 block germantown av,NA,NA
1600 block washington ln,NA,NA
5700 block elmwood ave,NA,NA
1700 block n front st,NA,NA
100 block w luray st,NA,NA
1200 block easton rd,NA,NA
100 block e hunting park ave,NA,NA
1000 block haworth st,NA,NA
1000 block n delaware ave,NA,NA
1100 block w nevada st,NA,NA
1100 block n 41st st,NA,NA
1100 block bartlett st,NA,NA
2000 block e venago st,NA,NA
0 block s 11th st,NA,FREIRE CHARTER SCHOOL
600 block university ave,NA,NA
5700 block florence st,NA,NA
600 block church st,NA,NA
1100 block diamond st,NA,NA
5900 block haverford ave,NA,NA
6500 block e roosevelt blvd,NA,NA
2300 block w lehigh ave,NA,ST MARTIN DE PORRES SCHOOL
5100 block kershaw st,NA,NA
8300 block bustleton ave,NA,NA
1200 block e price st,NA,NA
3300 block mutter st,NA,NA
4300 block monument rd,NA,NA
4300 block n 15th st,NA,NA
2100 block stenton ave,NA,NA
5900 block chester ave,NA,NA
1500 block benner st,NA,NA
1800 block georges ln,NA,NA
700 block n 23rd st,NA,NA
2000 block n 11th st,NA,NA
1500 block chelten ave,NA,NA
1500 block widener pl,NA,NA
1500 block w nedro ave,NA,NA
1500 block s opal st,NA,NA
2800 block levick st,NA,NA
1600 block s 59th st,NA,NA
1600 block lindley ave,NA,NA
1600 block vine st,NA,PHILADELPHIA PERFORMING ARTS CHARTER SCHOOL
1500 block s ringgold st,NA,NA
1600 block n 6th st,NA,NA
0 block s ruby st,NA,NA
3200 block wharton st,NA,NA
1900 block chelten ave,NA,NA
600 block n peach st,NA,NA
4500 block whitaker ave,NA,NA
8200 block lyons ave,NA,NA
1200 block n 58th st,NA,NA
3100 block n 27th st,NA,NA
1700 block stenton ave,NA,NA
1800 block w montgomery av,NA,NA
1800 block w montgomery ave,NA,NA
2000 block kennedy st,NA,NA
900 block carver st,NA,NA
10th / ogden sts,NA,NA
1400 block kerper st,NA,NA
4900 block princeton ave,NA,NA
1700 block rodman st,NA,NA
4000 block cottman ave,NA,NA
4600 block springfield ave,NA,NA
1900 block dallas st,NA,NA
4300 block n penn st,NA,NA
1600 block middleton st,NA,NA
3300 block christopher columbus blvd,NA,NA
4400 block haverford ave,NA,NA
1900 block laveer st,NA,NA
100 block w gale st,NA,NA
2200 block colorado st,NA,NA
100 block n wilton st,NA,NA
100 block wwyoming st,NA,NA
1200 block fitzwater st,NA,NA
1200 block walnut st,NA,NA
100 block s56th st,NA,NA
1200 block s 22nd st,NA,NA
1200 block byberry road,NA,NA
1200 block s 21st st,NA,NA
1200 block n 52nd st,NA,NA
1300 block w albanus st,NA,LOGAN HOPE SCHOOL
1300 block s 33rd st,NA,NA
2500 block n marshall st,NA,NA
5300 block ditman st,NA,NA
3700 block jasper st,NA,NA
1300 block n 53rd st,NA,NA
5200 block saul st,NA,NA
1300 block cottman ave,NA,NA
2800 block n swanson st,NA,NA
6700 block w oxford st,NA,NA
2800 block n hutchinson st,NA,NA
100 block e luray st,NA,NA
2500 block morris st,NA,NA
4700 block melrose st,NA,NA
800 block w wingohocking st,NA,NA
800 block w wingohocken st,NA,NA
2500 block ashford st,NA,NA
200 block w rubican st,NA,NA
200 block w rubicam st,NA,NA
1700 block meadow st,NA,NA
5400 block berks st,NA,MASTERY CHARTER @ MANN
4300 block pilling st,NA,NA
5700 block hegerman st,NA,NA
7300 block rugby st,NA,NA
4500 block paul st,NA,NA
2300 block n carlisle st,NA,NA
1900 block glendale ave,NA,NA
5100 block newhall st,NA,NA
1600 block ashurst rd,NA,NA
2300 block jasper st,Market-Frankford Line - York-Dauphin,NA
1100 block e chelten ave,NA,NA
1700 block n 18th st,NA,ALLIANCE FOR PROGRESS CHARTER
6000 block locust st,NA,NA
1800 block 68th ave,NA,NA
1300 block s 21st st,NA,NA
1300 block w 68th ave,NA,NA
1300 block e sedgwick st,NA,NA
1400 block n06th st,NA,"LUDLOW, JAMES R. SCHOOL"
1400 block faunce st,NA,NA
100 block n conestoga st,NA,NA
1400 block n 59th st,NA,NA
1300 block unity st,NA,NA
1400 block s paxon st,NA,NA
1300 block walnut st,NA,NA
1100 block e erie ave,NA,ONE BRIGHT RAY-SIMPSON CAMPUS
6200 block lindbergh blvd,NA,NA
3300 block bouvier st,NA,NA
200 block e lima st,NA,NA
6200 block brous st,NA,NA
5500 block kingsessing ave,NA,MITCHELL ELEMENTARY SCHOOL
7400 block malvern ave,NA,NA
6900 block forrest ave,NA,NA
500 block gilham st,NA,NA
1800 block ontario st,NA,NA
500 block e locust ave,NA,NA
1600 block n wilton st,NA,NA
2800 block cantrell st,NA,NA
1500 block s 30th st,NA,NA
5700 block media st,NA,NA
6300 block summerdale ave,NA,NA
6000 block vandike st,NA,NA
1400 block s allision st,NA,NA
4000 block germantown ave,NA,NA
6400 block belfield ave,NA,NA
2400 block n 9th st,NA,NA
3300 block n 3rd st,NA,"MUNOZ-MARIN, HON LUIS SCHOOL"
1100 block n 40th st,NA,NA
1100 block knorr st,NA,NA
1100 block fillmore st,NA,NA
100 block chestnut st,NA,NA
1100 block w jefferson st,NA,NA
100 block e pastorious st,NA,NA
1200 block w butler st,NA,NA
100 block eindiana ave,NA,NA
4700 block oxford av,Market-Frankford Line - Arrott Transportation Center,NA
3900 block manayunk ave,NA,NA
3600 block lancaster ave,NA,NA
7000 block rising sun ave,NA,NA
2000 block e silver st,NA,NA
5300 block saul st,NA,NA
600 block e wyoming ave,NA,NA
1900 block federal st,NA,NA
6600 block n broad st,NA,NA
1200 block van kirk st,NA,NA
2200 block market st,NA,NA
6300 block arch st,NA,NA
200 block s 51st st,NA,NA
1800 block blair st,NA,NA
2400 block s24th st,NA,NA
2900 block n 05th st,NA,NA
